path, id, serie, tilt, pan
./output/10/10_-60_60_81.jpg,10,2,-60,60
./output/10/10_60_15_82.jpg,10,1,60,15
./output/10/10_15_60_83.jpg,10,1,15,60
./output/10/10_60_45_84.jpg,10,2,60,45
./output/10/10_-15_-30_85.jpg,10,2,-15,-30
./output/10/10_-15_-60_86.jpg,10,1,-15,-60
./output/10/10_60_90_87.jpg,10,2,60,90
./output/10/10_-30_75_88.jpg,10,1,-30,75
./output/10/10_30_0_89.jpg,10,1,30,0
./output/10/10_15_0_90.jpg,10,2,15,0
./output/10/10_15_15_91.jpg,10,2,15,15
./output/10/10_-60_30_92.jpg,10,2,-60,30
./output/10/10_30_-75_93.jpg,10,1,30,-75
./output/10/10_60_30_94.jpg,10,1,60,30
./output/10/10_30_0_95.jpg,10,2,30,0
./output/10/10_0_-15_96.jpg,10,2,0,-15
./output/10/10_60_-30_97.jpg,10,2,60,-30
./output/10/10_-60_-60_98.jpg,10,1,-60,-60
./output/10/10_60_0_99.jpg,10,2,60,0
./output/10/10_0_75_100.jpg,10,2,0,75
./output/10/10_0_0_101.jpg,10,2,0,0
./output/10/10_-15_-45_102.jpg,10,1,-15,-45
./output/10/10_0_-30_103.jpg,10,1,0,-30
./output/10/10_30_-90_104.jpg,10,1,30,-90
./output/10/10_30_-90_105.jpg,10,2,30,-90
./output/10/10_-30_-90_106.jpg,10,1,-30,-90
./output/10/10_-15_0_107.jpg,10,2,-15,0
./output/10/10_0_90_108.jpg,10,2,0,90
./output/10/10_0_90_109.jpg,10,1,0,90
./output/10/10_0_30_110.jpg,10,2,0,30
./output/10/10_30_-30_111.jpg,10,2,30,-30
./output/10/10_0_-45_112.jpg,10,1,0,-45
./output/10/10_30_15_113.jpg,10,2,30,15
./output/10/10_-60_-75_114.jpg,10,1,-60,-75
./output/10/10_60_60_115.jpg,10,1,60,60
./output/10/10_-15_30_116.jpg,10,1,-15,30
./output/10/10_-30_-15_117.jpg,10,1,-30,-15
./output/10/10_-90_0_118.jpg,10,1,-90,0
./output/10/10_30_45_119.jpg,10,1,30,45
./output/10/10_-30_-75_120.jpg,10,2,-30,-75
./output/10/10_15_-15_121.jpg,10,2,15,-15
./output/10/10_30_-15_122.jpg,10,2,30,-15
./output/10/10_15_-30_123.jpg,10,2,15,-30
./output/10/10_60_-75_124.jpg,10,1,60,-75
./output/10/10_-60_90_125.jpg,10,2,-60,90
./output/10/10_0_0_126.jpg,10,1,0,0
./output/10/10_-15_60_127.jpg,10,1,-15,60
./output/10/10_-30_-30_128.jpg,10,2,-30,-30
./output/10/10_15_-75_129.jpg,10,1,15,-75
./output/10/10_60_75_130.jpg,10,1,60,75
./output/10/10_-30_0_131.jpg,10,2,-30,0
./output/10/10_15_30_132.jpg,10,2,15,30
./output/10/10_30_60_133.jpg,10,1,30,60
./output/10/10_-15_-75_134.jpg,10,1,-15,-75
./output/10/10_15_-45_135.jpg,10,2,15,-45
./output/10/10_-15_-90_136.jpg,10,2,-15,-90
./output/10/10_60_-60_137.jpg,10,1,60,-60
./output/10/10_-15_90_138.jpg,10,2,-15,90
./output/10/10_30_30_139.jpg,10,2,30,30
./output/10/10_30_-60_140.jpg,10,1,30,-60
./output/10/10_60_-15_141.jpg,10,1,60,-15
./output/10/10_60_-75_142.jpg,10,2,60,-75
./output/10/10_-30_-45_143.jpg,10,1,-30,-45
./output/10/10_-30_-15_144.jpg,10,2,-30,-15
./output/10/10_-60_45_145.jpg,10,1,-60,45
./output/10/10_30_30_146.jpg,10,1,30,30
./output/10/10_0_-45_147.jpg,10,2,0,-45
./output/10/10_15_75_148.jpg,10,1,15,75
./output/10/10_30_-75_149.jpg,10,2,30,-75
./output/10/10_0_30_150.jpg,10,1,0,30
./output/10/10_90_0_151.jpg,10,2,90,0
./output/10/10_60_-60_152.jpg,10,2,60,-60
./output/10/10_90_0_153.jpg,10,1,90,0
./output/10/10_0_-75_154.jpg,10,2,0,-75
./output/10/10_-30_-90_155.jpg,10,2,-30,-90
./output/10/10_30_-60_156.jpg,10,2,30,-60
./output/10/10_60_60_157.jpg,10,2,60,60
./output/10/10_-60_-90_158.jpg,10,1,-60,-90
./output/10/10_-15_-75_159.jpg,10,2,-15,-75
./output/10/10_60_30_160.jpg,10,2,60,30
./output/10/10_-60_15_161.jpg,10,1,-60,15
./output/10/10_30_75_162.jpg,10,2,30,75
./output/10/10_0_-30_163.jpg,10,2,0,-30
./output/10/10_0_60_164.jpg,10,1,0,60
./output/10/10_-15_45_165.jpg,10,2,-15,45
./output/10/10_-60_-15_166.jpg,10,1,-60,-15
./output/10/10_-15_60_167.jpg,10,2,-15,60
./output/10/10_60_90_168.jpg,10,1,60,90
./output/10/10_-15_15_169.jpg,10,1,-15,15
./output/10/10_0_-90_170.jpg,10,2,0,-90
./output/10/10_-15_45_171.jpg,10,1,-15,45
./output/10/10_30_-45_172.jpg,10,2,30,-45
./output/10/10_30_-30_173.jpg,10,1,30,-30
./output/10/10_60_-90_174.jpg,10,1,60,-90
./output/10/10_30_90_175.jpg,10,1,30,90
./output/10/10_-15_90_176.jpg,10,1,-15,90
./output/10/10_-60_75_177.jpg,10,2,-60,75
./output/10/10_15_45_178.jpg,10,2,15,45
./output/10/10_-60_75_179.jpg,10,1,-60,75
./output/10/10_15_-45_180.jpg,10,1,15,-45
./output/10/10_-60_60_181.jpg,10,1,-60,60
./output/10/10_-60_-75_182.jpg,10,2,-60,-75
./output/10/10_60_-15_183.jpg,10,2,60,-15
./output/10/10_0_60_184.jpg,10,2,0,60
./output/10/10_-60_-90_185.jpg,10,2,-60,-90
./output/15/15_-15_90_186.jpg,15,2,-15,90
./output/15/15_15_-15_187.jpg,15,1,15,-15
./output/15/15_-60_60_188.jpg,15,1,-60,60
./output/15/15_60_-15_189.jpg,15,2,60,-15
./output/15/15_15_45_190.jpg,15,2,15,45
./output/15/15_-60_-30_191.jpg,15,2,-60,-30
./output/15/15_-15_75_192.jpg,15,1,-15,75
./output/15/15_-15_-45_193.jpg,15,1,-15,-45
./output/15/15_-30_0_194.jpg,15,1,-30,0
./output/15/15_-60_-45_195.jpg,15,2,-60,-45
./output/15/15_60_-75_196.jpg,15,2,60,-75
./output/15/15_-60_45_197.jpg,15,1,-60,45
./output/15/15_15_60_198.jpg,15,2,15,60
./output/15/15_15_-30_199.jpg,15,1,15,-30
./output/15/15_60_0_200.jpg,15,1,60,0
./output/15/15_-30_90_201.jpg,15,1,-30,90
./output/15/15_30_-45_202.jpg,15,2,30,-45
./output/15/15_90_0_203.jpg,15,1,90,0
./output/15/15_-60_75_204.jpg,15,1,-60,75
./output/15/15_-15_-15_205.jpg,15,2,-15,-15
./output/15/15_15_-45_206.jpg,15,2,15,-45
./output/15/15_30_-15_207.jpg,15,1,30,-15
./output/15/15_-30_30_208.jpg,15,1,-30,30
./output/15/15_-60_-90_209.jpg,15,1,-60,-90
./output/15/15_-15_0_210.jpg,15,1,-15,0
./output/15/15_-90_0_211.jpg,15,1,-90,0
./output/15/15_-60_-75_212.jpg,15,2,-60,-75
./output/15/15_0_-75_213.jpg,15,2,0,-75
./output/15/15_15_-60_214.jpg,15,1,15,-60
./output/15/15_-15_30_215.jpg,15,1,-15,30
./output/15/15_0_60_216.jpg,15,1,0,60
./output/15/15_30_60_217.jpg,15,1,30,60
./output/15/15_60_75_218.jpg,15,1,60,75
./output/15/15_-60_-60_219.jpg,15,2,-60,-60
./output/15/15_-15_-30_220.jpg,15,1,-15,-30
./output/15/15_-30_15_221.jpg,15,2,-30,15
./output/15/15_30_0_222.jpg,15,2,30,0
./output/15/15_-90_0_223.jpg,15,2,-90,0
./output/15/15_0_45_224.jpg,15,1,0,45
./output/15/15_-30_-30_225.jpg,15,1,-30,-30
./output/15/15_-60_15_226.jpg,15,2,-60,15
./output/15/15_-15_15_227.jpg,15,1,-15,15
./output/15/15_-60_-15_228.jpg,15,1,-60,-15
./output/15/15_-15_75_229.jpg,15,2,-15,75
./output/15/15_-30_-45_230.jpg,15,2,-30,-45
./output/15/15_15_75_231.jpg,15,1,15,75
./output/15/15_30_-60_232.jpg,15,2,30,-60
./output/15/15_60_-75_233.jpg,15,1,60,-75
./output/15/15_15_-30_234.jpg,15,2,15,-30
./output/15/15_30_90_235.jpg,15,2,30,90
./output/15/15_-60_75_236.jpg,15,2,-60,75
./output/15/15_0_90_237.jpg,15,2,0,90
./output/15/15_30_-30_238.jpg,15,2,30,-30
./output/15/15_-60_0_239.jpg,15,1,-60,0
./output/15/15_0_60_240.jpg,15,2,0,60
./output/15/15_90_0_241.jpg,15,2,90,0
./output/15/15_60_-30_242.jpg,15,2,60,-30
./output/15/15_-30_60_243.jpg,15,2,-30,60
./output/15/15_0_-90_244.jpg,15,1,0,-90
./output/15/15_60_30_245.jpg,15,1,60,30
./output/15/15_-30_-60_246.jpg,15,2,-30,-60
./output/15/15_30_60_247.jpg,15,2,30,60
./output/15/15_15_-60_248.jpg,15,2,15,-60
./output/15/15_15_-75_249.jpg,15,2,15,-75
./output/15/15_-30_60_250.jpg,15,1,-30,60
./output/15/15_60_-90_251.jpg,15,2,60,-90
./output/15/15_-60_-75_252.jpg,15,1,-60,-75
./output/15/15_-15_-45_253.jpg,15,2,-15,-45
./output/15/15_-15_-90_254.jpg,15,1,-15,-90
./output/15/15_-15_15_255.jpg,15,2,-15,15
./output/15/15_-60_60_256.jpg,15,2,-60,60
./output/15/15_15_0_257.jpg,15,1,15,0
./output/15/15_-60_-60_258.jpg,15,1,-60,-60
./output/15/15_15_-45_259.jpg,15,1,15,-45
./output/15/15_60_-90_260.jpg,15,1,60,-90
./output/15/15_-15_90_261.jpg,15,1,-15,90
./output/15/15_30_75_262.jpg,15,2,30,75
./output/15/15_-30_15_263.jpg,15,1,-30,15
./output/15/15_15_-15_264.jpg,15,2,15,-15
./output/15/15_-60_45_265.jpg,15,2,-60,45
./output/15/15_0_-45_266.jpg,15,2,0,-45
./output/15/15_0_-75_267.jpg,15,1,0,-75
./output/15/15_-15_60_268.jpg,15,1,-15,60
./output/15/15_15_-90_269.jpg,15,1,15,-90
./output/15/15_-30_-75_270.jpg,15,2,-30,-75
./output/15/15_-15_-30_271.jpg,15,2,-15,-30
./output/15/15_15_60_272.jpg,15,1,15,60
./output/15/15_60_90_273.jpg,15,1,60,90
./output/15/15_0_30_274.jpg,15,2,0,30
./output/15/15_0_-30_275.jpg,15,2,0,-30
./output/15/15_30_15_276.jpg,15,2,30,15
./output/15/15_0_30_277.jpg,15,1,0,30
./output/15/15_60_-15_278.jpg,15,1,60,-15
./output/15/15_60_-60_279.jpg,15,2,60,-60
./output/15/15_-15_-60_280.jpg,15,1,-15,-60
./output/15/15_15_45_281.jpg,15,1,15,45
./output/15/15_15_75_282.jpg,15,2,15,75
./output/15/15_-60_90_283.jpg,15,2,-60,90
./output/15/15_-60_15_284.jpg,15,1,-60,15
./output/15/15_15_0_285.jpg,15,2,15,0
./output/15/15_-15_45_286.jpg,15,1,-15,45
./output/15/15_-30_-90_287.jpg,15,2,-30,-90
./output/15/15_30_15_288.jpg,15,1,30,15
./output/15/15_15_30_289.jpg,15,2,15,30
./output/15/15_0_0_290.jpg,15,1,0,0
./output/15/15_-15_-60_291.jpg,15,2,-15,-60
./output/15/15_30_45_292.jpg,15,2,30,45
./output/15/15_0_-60_293.jpg,15,1,0,-60
./output/15/15_-30_75_294.jpg,15,2,-30,75
./output/15/15_15_30_295.jpg,15,1,15,30
./output/15/15_-60_-90_296.jpg,15,2,-60,-90
./output/15/15_-60_-45_297.jpg,15,1,-60,-45
./output/15/15_30_-90_298.jpg,15,1,30,-90
./output/15/15_30_-90_299.jpg,15,2,30,-90
./output/15/15_-15_-15_300.jpg,15,1,-15,-15
./output/15/15_-30_-75_301.jpg,15,1,-30,-75
./output/15/15_0_-90_302.jpg,15,2,0,-90
./output/15/15_30_-30_303.jpg,15,1,30,-30
./output/15/15_60_-45_304.jpg,15,2,60,-45
./output/15/15_60_90_305.jpg,15,2,60,90
./output/15/15_-30_-15_306.jpg,15,1,-30,-15
./output/15/15_30_30_307.jpg,15,1,30,30
./output/15/15_-30_45_308.jpg,15,2,-30,45
./output/15/15_15_-75_309.jpg,15,1,15,-75
./output/15/15_0_-15_310.jpg,15,1,0,-15
./output/15/15_30_90_311.jpg,15,1,30,90
./output/15/15_-15_45_312.jpg,15,2,-15,45
./output/15/15_0_-45_313.jpg,15,1,0,-45
./output/15/15_15_15_314.jpg,15,2,15,15
./output/15/15_30_45_315.jpg,15,1,30,45
./output/15/15_-30_-15_316.jpg,15,2,-30,-15
./output/15/15_-30_-60_317.jpg,15,1,-30,-60
./output/15/15_-30_75_318.jpg,15,1,-30,75
./output/15/15_-60_30_319.jpg,15,2,-60,30
./output/15/15_-15_-90_320.jpg,15,2,-15,-90
./output/15/15_60_0_321.jpg,15,2,60,0
./output/15/15_-30_90_322.jpg,15,2,-30,90
./output/15/15_30_-45_323.jpg,15,1,30,-45
./output/15/15_30_-15_324.jpg,15,2,30,-15
./output/15/15_0_-15_325.jpg,15,2,0,-15
./output/15/15_60_30_326.jpg,15,2,60,30
./output/15/15_-30_45_327.jpg,15,1,-30,45
./output/15/15_60_45_328.jpg,15,1,60,45
./output/15/15_-15_-75_329.jpg,15,2,-15,-75
./output/15/15_-15_0_330.jpg,15,2,-15,0
./output/15/15_-30_0_331.jpg,15,2,-30,0
./output/15/15_0_45_332.jpg,15,2,0,45
./output/15/15_30_-60_333.jpg,15,1,30,-60
./output/15/15_60_-60_334.jpg,15,1,60,-60
./output/15/15_0_75_335.jpg,15,2,0,75
./output/15/15_60_15_336.jpg,15,1,60,15
./output/15/15_15_90_337.jpg,15,2,15,90
./output/15/15_60_15_338.jpg,15,2,60,15
./output/15/15_30_-75_339.jpg,15,2,30,-75
./output/15/15_0_15_340.jpg,15,2,0,15
./output/15/15_60_60_341.jpg,15,1,60,60
./output/15/15_-60_-15_342.jpg,15,2,-60,-15
./output/15/15_-30_-90_343.jpg,15,1,-30,-90
./output/15/15_0_-30_344.jpg,15,1,0,-30
./output/15/15_-15_-75_345.jpg,15,1,-15,-75
./output/15/15_15_15_346.jpg,15,1,15,15
./output/15/15_0_75_347.jpg,15,1,0,75
./output/15/15_60_60_348.jpg,15,2,60,60
./output/15/15_-60_0_349.jpg,15,2,-60,0
./output/15/15_-30_30_350.jpg,15,2,-30,30
./output/15/15_-30_-30_351.jpg,15,2,-30,-30
./output/15/15_0_90_352.jpg,15,1,0,90
./output/15/15_60_75_353.jpg,15,2,60,75
./output/15/15_60_-45_354.jpg,15,1,60,-45
./output/15/15_0_15_355.jpg,15,1,0,15
./output/15/15_15_90_356.jpg,15,1,15,90
./output/15/15_15_-90_357.jpg,15,2,15,-90
./output/15/15_0_-60_358.jpg,15,2,0,-60
./output/15/15_60_-30_359.jpg,15,1,60,-30
./output/15/15_30_-75_360.jpg,15,1,30,-75
./output/15/15_30_0_361.jpg,15,1,30,0
./output/15/15_-15_30_362.jpg,15,2,-15,30
./output/15/15_-30_-45_363.jpg,15,1,-30,-45
./output/15/15_-60_90_364.jpg,15,1,-60,90
./output/15/15_30_30_365.jpg,15,2,30,30
./output/15/15_30_75_366.jpg,15,1,30,75
./output/15/15_0_0_367.jpg,15,2,0,0
./output/15/15_-15_60_368.jpg,15,2,-15,60
./output/15/15_-60_30_369.jpg,15,1,-60,30
./output/15/15_60_45_370.jpg,15,2,60,45
./output/15/15_-60_-30_371.jpg,15,1,-60,-30
./output/02/2_60_30_372.jpg,2,2,60,30
./output/02/2_-30_0_373.jpg,2,2,-30,0
./output/02/2_-30_0_374.jpg,2,1,-30,0
./output/02/2_0_30_375.jpg,2,1,0,30
./output/02/2_15_75_376.jpg,2,1,15,75
./output/02/2_-30_45_377.jpg,2,1,-30,45
./output/02/2_-15_30_378.jpg,2,2,-15,30
./output/02/2_-30_15_379.jpg,2,1,-30,15
./output/02/2_30_-75_380.jpg,2,1,30,-75
./output/02/2_60_60_381.jpg,2,2,60,60
./output/02/2_-30_15_382.jpg,2,2,-30,15
./output/02/2_60_75_383.jpg,2,1,60,75
./output/02/2_-30_30_384.jpg,2,2,-30,30
./output/02/2_60_-75_385.jpg,2,2,60,-75
./output/02/2_60_-45_386.jpg,2,1,60,-45
./output/02/2_-60_90_387.jpg,2,1,-60,90
./output/02/2_15_-45_388.jpg,2,2,15,-45
./output/02/2_0_75_389.jpg,2,2,0,75
./output/02/2_-60_15_390.jpg,2,2,-60,15
./output/02/2_-15_45_391.jpg,2,1,-15,45
./output/02/2_-15_-15_392.jpg,2,1,-15,-15
./output/02/2_60_45_393.jpg,2,2,60,45
./output/02/2_30_30_394.jpg,2,1,30,30
./output/02/2_15_45_395.jpg,2,2,15,45
./output/02/2_-30_-60_396.jpg,2,2,-30,-60
./output/02/2_-15_-75_397.jpg,2,2,-15,-75
./output/02/2_15_30_398.jpg,2,2,15,30
./output/02/2_-15_15_399.jpg,2,2,-15,15
./output/02/2_15_-15_400.jpg,2,2,15,-15
./output/02/2_15_75_401.jpg,2,2,15,75
./output/02/2_-15_-60_402.jpg,2,1,-15,-60
./output/02/2_0_-90_403.jpg,2,1,0,-90
./output/02/2_-30_-60_404.jpg,2,1,-30,-60
./output/02/2_-60_-45_405.jpg,2,2,-60,-45
./output/02/2_-30_-15_406.jpg,2,1,-30,-15
./output/02/2_-15_15_407.jpg,2,1,-15,15
./output/02/2_60_-90_408.jpg,2,1,60,-90
./output/02/2_15_-60_409.jpg,2,1,15,-60
./output/02/2_60_90_410.jpg,2,2,60,90
./output/02/2_-15_90_411.jpg,2,1,-15,90
./output/02/2_0_-15_412.jpg,2,1,0,-15
./output/02/2_0_90_413.jpg,2,1,0,90
./output/02/2_-15_45_414.jpg,2,2,-15,45
./output/02/2_30_60_415.jpg,2,1,30,60
./output/02/2_-15_0_416.jpg,2,2,-15,0
./output/02/2_-15_-15_417.jpg,2,2,-15,-15
./output/02/2_30_15_418.jpg,2,2,30,15
./output/02/2_-15_60_419.jpg,2,2,-15,60
./output/02/2_60_60_420.jpg,2,1,60,60
./output/02/2_15_-60_421.jpg,2,2,15,-60
./output/02/2_30_90_422.jpg,2,2,30,90
./output/02/2_15_-75_423.jpg,2,2,15,-75
./output/02/2_0_-15_424.jpg,2,2,0,-15
./output/02/2_-15_-30_425.jpg,2,2,-15,-30
./output/02/2_-15_-75_426.jpg,2,1,-15,-75
./output/02/2_15_90_427.jpg,2,1,15,90
./output/02/2_0_-45_428.jpg,2,2,0,-45
./output/02/2_-30_-75_429.jpg,2,1,-30,-75
./output/02/2_0_90_430.jpg,2,2,0,90
./output/02/2_-60_15_431.jpg,2,1,-60,15
./output/02/2_0_0_432.jpg,2,1,0,0
./output/02/2_60_-60_433.jpg,2,2,60,-60
./output/02/2_0_-75_434.jpg,2,2,0,-75
./output/02/2_0_60_435.jpg,2,1,0,60
./output/02/2_-60_-90_436.jpg,2,1,-60,-90
./output/02/2_-15_90_437.jpg,2,2,-15,90
./output/02/2_-60_30_438.jpg,2,1,-60,30
./output/02/2_-15_-45_439.jpg,2,1,-15,-45
./output/02/2_60_-15_440.jpg,2,2,60,-15
./output/02/2_-15_75_441.jpg,2,2,-15,75
./output/02/2_15_0_442.jpg,2,2,15,0
./output/02/2_15_30_443.jpg,2,1,15,30
./output/02/2_60_0_444.jpg,2,1,60,0
./output/02/2_-30_60_445.jpg,2,2,-30,60
./output/02/2_60_-75_446.jpg,2,1,60,-75
./output/02/2_0_-60_447.jpg,2,2,0,-60
./output/02/2_30_-90_448.jpg,2,2,30,-90
./output/02/2_-15_-90_449.jpg,2,2,-15,-90
./output/02/2_-60_0_450.jpg,2,1,-60,0
./output/02/2_30_45_451.jpg,2,1,30,45
./output/02/2_-30_-90_452.jpg,2,2,-30,-90
./output/02/2_-15_75_453.jpg,2,1,-15,75
./output/02/2_15_60_454.jpg,2,2,15,60
./output/02/2_15_-90_455.jpg,2,2,15,-90
./output/02/2_15_0_456.jpg,2,1,15,0
./output/02/2_0_45_457.jpg,2,1,0,45
./output/02/2_-30_-45_458.jpg,2,1,-30,-45
./output/02/2_30_-30_459.jpg,2,2,30,-30
./output/02/2_30_90_460.jpg,2,1,30,90
./output/02/2_30_30_461.jpg,2,2,30,30
./output/02/2_-60_75_462.jpg,2,2,-60,75
./output/02/2_30_60_463.jpg,2,2,30,60
./output/02/2_30_-15_464.jpg,2,1,30,-15
./output/02/2_15_-30_465.jpg,2,2,15,-30
./output/02/2_15_90_466.jpg,2,2,15,90
./output/02/2_0_-30_467.jpg,2,2,0,-30
./output/02/2_-30_-15_468.jpg,2,2,-30,-15
./output/02/2_-15_-90_469.jpg,2,1,-15,-90
./output/02/2_-60_60_470.jpg,2,1,-60,60
./output/02/2_30_-60_471.jpg,2,2,30,-60
./output/02/2_-60_-15_472.jpg,2,1,-60,-15
./output/02/2_-15_-45_473.jpg,2,2,-15,-45
./output/02/2_-60_-30_474.jpg,2,2,-60,-30
./output/02/2_15_-15_475.jpg,2,1,15,-15
./output/02/2_90_0_476.jpg,2,1,90,0
./output/02/2_-60_-90_477.jpg,2,2,-60,-90
./output/02/2_60_15_478.jpg,2,1,60,15
./output/02/2_0_-30_479.jpg,2,1,0,-30
./output/02/2_-90_0_480.jpg,2,2,-90,0
./output/02/2_-30_90_481.jpg,2,1,-30,90
./output/02/2_30_0_482.jpg,2,2,30,0
./output/02/2_60_90_483.jpg,2,1,60,90
./output/02/2_-60_0_484.jpg,2,2,-60,0
./output/02/2_0_15_485.jpg,2,1,0,15
./output/02/2_-60_-45_486.jpg,2,1,-60,-45
./output/02/2_15_60_487.jpg,2,1,15,60
./output/02/2_15_15_488.jpg,2,2,15,15
./output/02/2_15_-30_489.jpg,2,1,15,-30
./output/02/2_-60_-60_490.jpg,2,2,-60,-60
./output/02/2_-60_-75_491.jpg,2,2,-60,-75
./output/02/2_-30_-30_492.jpg,2,2,-30,-30
./output/02/2_-90_0_493.jpg,2,1,-90,0
./output/02/2_60_0_494.jpg,2,2,60,0
./output/02/2_15_-75_495.jpg,2,1,15,-75
./output/02/2_-60_-30_496.jpg,2,1,-60,-30
./output/02/2_-60_60_497.jpg,2,2,-60,60
./output/02/2_60_-30_498.jpg,2,1,60,-30
./output/02/2_60_75_499.jpg,2,2,60,75
./output/02/2_60_-45_500.jpg,2,2,60,-45
./output/02/2_-30_-45_501.jpg,2,2,-30,-45
./output/02/2_60_30_502.jpg,2,1,60,30
./output/02/2_0_45_503.jpg,2,2,0,45
./output/02/2_60_-30_504.jpg,2,2,60,-30
./output/02/2_-15_0_505.jpg,2,1,-15,0
./output/02/2_-30_-30_506.jpg,2,1,-30,-30
./output/02/2_-30_60_507.jpg,2,1,-30,60
./output/02/2_-30_75_508.jpg,2,2,-30,75
./output/02/2_60_-15_509.jpg,2,1,60,-15
./output/02/2_-15_-60_510.jpg,2,2,-15,-60
./output/02/2_0_15_511.jpg,2,2,0,15
./output/02/2_60_-60_512.jpg,2,1,60,-60
./output/02/2_90_0_513.jpg,2,2,90,0
./output/02/2_15_15_514.jpg,2,1,15,15
./output/02/2_-30_-90_515.jpg,2,1,-30,-90
./output/02/2_60_-90_516.jpg,2,2,60,-90
./output/02/2_30_15_517.jpg,2,1,30,15
./output/02/2_60_15_518.jpg,2,2,60,15
./output/02/2_0_30_519.jpg,2,2,0,30
./output/02/2_30_-90_520.jpg,2,1,30,-90
./output/02/2_30_-45_521.jpg,2,1,30,-45
